#++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
#
#   IPW-3 Ice Shape DATA SUBMITTAL FORM for Test Case ONERAM6, May 18th 2026
#
#       NOMENCLATURE:
#             X_ICED [m]:  X-coordinate of the iced surface
#             Y_ICED [m]:  Y-coordinate of the iced surface
#             Z_ICED [m]:  Z-coordinate of the iced surface
#
#                XXmm:  Roughness height used for the case, in mm.
#                       In the zone name, use the format KS_XXmm.
#                       For example, if k_s = 1.5 mm, use KS_1p5mm. 
#                       For Variable roughness, use KS_VAR
#
#    FLOW CONDITIONS:
#                                   AOA: 2.0 deg
#                           Mach Number: 0.4 [-]
#       Mean aerodynamic chord (M.A.C.): 0.801673 [m]
#                       Reynolds Number: 4.2558 million (based on MAC)
#                       Freestream Temp: 267.15 [K]
#                        Reference area: 1.1532 [m2]
#               Moment Reference Center: 0.25, 0, 0 [m] (X, Y, Z)
#
#              NOTES: 1. Please use at least 5 decimal places in the numerical values
#                     2. If data are NOT provided, please fill data fields with a numerical value of "-999" 
#
#++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++

AUXDATA NUM_LAYERS  = "insert the number of total ice layers"
VARIABLES = "X_ICED" "Y_ICED" "Z_ICED"

ZONE T="SLICE_Y_0p1_BINS01_KS_1mm_SINGLE_LAYER"
0.61481 0.10000 -0.04071 
0.60986 0.10000 -0.04103 
0.60566 0.10000 -0.04129 
0.60200 0.10000 -0.04151 
0.59811 0.10000 -0.04174 
0.59563 0.10000 -0.04189 
0.58926 0.10000 -0.04226 
0.58790 0.10000 -0.04234 
0.57948 0.10000 -0.04281 
0.57930 0.10000 -0.04282 
0.57885 0.10000 -0.04284 
0.57158 0.10000 -0.04323 
0.56788 0.10000 -0.04341 
0.56401 0.10000 -0.04361 
0.55916 0.10000 -0.04384 
0.55592 0.10000 -0.04400 
0.55435 0.10000 -0.04407 
0.54553 0.10000 -0.04447 
0.54544 0.10000 -0.04447 
0.54533 0.10000 -0.04448 
0.53825 0.10000 -0.04478 
0.53522 0.10000 -0.04490 
0.53232 0.10000 -0.04502 
0.52788 0.10000 -0.04519 
0.52474 0.10000 -0.04531 
0.51713 0.10000 -0.04557 
0.51688 0.10000 -0.04558 
0.51675 0.10000 -0.04559 
0.50937 0.10000 -0.04583 
0.50641 0.10000 -0.04592 
0.50141 0.10000 -0.04607 
0.49895 0.10000 -0.04613 
0.49535 0.10000 -0.04623 
0.48760 0.10000 -0.04642 
0.48642 0.10000 -0.04645 
0.48568 0.10000 -0.04647 
0.48159 0.10000 -0.04656 
0.47812 0.10000 -0.04663 
0.47652 0.10000 -0.04666 
0.47185 0.10000 -0.04675 
0.46975 0.10000 -0.04679 
0.46308 0.10000 -0.04690 
0.46110 0.10000 -0.04693 
0.45723 0.10000 -0.04698 
0.45502 0.10000 -0.04701 
0.45167 0.10000 -0.04704 
0.44828 0.10000 -0.04708 
0.44707 0.10000 -0.04709 
0.43768 0.10000 -0.04716 
0.43741 0.10000 -0.04716 
0.43703 0.10000 -0.04716 
0.42874 0.10000 -0.04720 
0.42401 0.10000 -0.04721 
0.42100 0.10000 -0.04721 
0.41704 0.10000 -0.04720 
0.41389 0.10000 -0.04720 
0.41092 0.10000 -0.04719 
0.40702 0.10000 -0.04718 
0.40133 0.10000 -0.04714 
0.39811 0.10000 -0.04712 
0.39678 0.10000 -0.04711 
0.39259 0.10000 -0.04707 
0.38780 0.10000 -0.04703 
0.38614 0.10000 -0.04700 
0.37812 0.10000 -0.04690 
0.37700 0.10000 -0.04689 
0.36954 0.10000 -0.04677 
0.36890 0.10000 -0.04676 
0.36245 0.10000 -0.04664 
0.36074 0.10000 -0.04660 
0.35580 0.10000 -0.04650 
0.34931 0.10000 -0.04636 
0.34900 0.10000 -0.04635 
0.34873 0.10000 -0.04635 
0.34147 0.10000 -0.04617 
0.33299 0.10000 -0.04594 
0.33257 0.10000 -0.04592 
0.33212 0.10000 -0.04591 
0.32449 0.10000 -0.04568 
0.31981 0.10000 -0.04553 
0.31645 0.10000 -0.04542 
0.31232 0.10000 -0.04528 
0.30731 0.10000 -0.04510 
0.30544 0.10000 -0.04504 
0.30203 0.10000 -0.04491 
0.29801 0.10000 -0.04475 
0.29610 0.10000 -0.04468 
0.29025 0.10000 -0.04444 
0.28585 0.10000 -0.04425 
0.28254 0.10000 -0.04411 
0.27638 0.10000 -0.04383 
0.27513 0.10000 -0.04377 
0.27162 0.10000 -0.04360 
0.26830 0.10000 -0.04344 
0.26690 0.10000 -0.04338 
0.26169 0.10000 -0.04311 
0.25647 0.10000 -0.04284 
0.25456 0.10000 -0.04274 
0.24928 0.10000 -0.04245 
0.24645 0.10000 -0.04229 
0.24554 0.10000 -0.04224 
0.23830 0.10000 -0.04181 
0.23487 0.10000 -0.04161 
0.22941 0.10000 -0.04126 
0.22240 0.10000 -0.04081 
0.21945 0.10000 -0.04061 
0.21149 0.10000 -0.04005 
0.20939 0.10000 -0.03990 
0.20045 0.10000 -0.03923 
0.19840 0.10000 -0.03906 
0.19198 0.10000 -0.03854 
0.18963 0.10000 -0.03836 
0.18900 0.10000 -0.03830 
0.18257 0.10000 -0.03775 
0.18118 0.10000 -0.03763 
0.17475 0.10000 -0.03704 
0.17266 0.10000 -0.03684 
0.16823 0.10000 -0.03642 
0.16453 0.10000 -0.03605 
0.16232 0.10000 -0.03583 
0.15946 0.10000 -0.03553 
0.15708 0.10000 -0.03528 
0.15482 0.10000 -0.03504 
0.15112 0.10000 -0.03464 
0.14714 0.10000 -0.03419 
0.14709 0.10000 -0.03419 
0.14703 0.10000 -0.03418 
0.14318 0.10000 -0.03373 
0.14134 0.10000 -0.03351 
0.13760 0.10000 -0.03306 
0.13609 0.10000 -0.03287 
0.13290 0.10000 -0.03247 
0.13148 0.10000 -0.03229 
0.13047 0.10000 -0.03216 
0.12708 0.10000 -0.03171 
0.12534 0.10000 -0.03148 
0.12350 0.10000 -0.03123 
0.12175 0.10000 -0.03099 
0.11977 0.10000 -0.03071 
0.11882 0.10000 -0.03058 
0.11696 0.10000 -0.03030 
0.11616 0.10000 -0.03018 
0.11552 0.10000 -0.03007 
0.11369 0.10000 -0.02977 
0.11214 0.10000 -0.02952 
0.11140 0.10000 -0.02940 
0.11054 0.10000 -0.02928 
0.10927 0.10000 -0.02915 
0.10718 0.10000 -0.02909 
0.10711 0.10000 -0.02910 
0.10698 0.10000 -0.02912 
0.10545 0.10000 -0.02933 
0.10425 0.10000 -0.02970 
0.10347 0.10000 -0.02993 
0.10194 0.10000 -0.03052 
0.10127 0.10000 -0.03078 
0.09993 0.10000 -0.03122 
0.09984 0.10000 -0.03125 
0.09860 0.10000 -0.03163 
0.09824 0.10000 -0.03177 
0.09686 0.10000 -0.03212 
0.09603 0.10000 -0.03239 
0.09449 0.10000 -0.03269 
0.09406 0.10000 -0.03277 
0.09337 0.10000 -0.03280 
0.09200 0.10000 -0.03283 
0.09118 0.10000 -0.03275 
0.09027 0.10000 -0.03260 
0.08956 0.10000 -0.03241 
0.08832 0.10000 -0.03214 
0.08761 0.10000 -0.03195 
0.08625 0.10000 -0.03169 
0.08617 0.10000 -0.03168 
0.08611 0.10000 -0.03167 
0.08467 0.10000 -0.03146 
0.08382 0.10000 -0.03135 
0.08304 0.10000 -0.03128 
0.08147 0.10000 -0.03119 
0.08112 0.10000 -0.03118 
0.08022 0.10000 -0.03123 
0.07909 0.10000 -0.03132 
0.07852 0.10000 -0.03142 
0.07727 0.10000 -0.03163 
0.07626 0.10000 -0.03185 
0.07575 0.10000 -0.03201 
0.07515 0.10000 -0.03222 
0.07420 0.10000 -0.03258 
0.07347 0.10000 -0.03290 
0.07240 0.10000 -0.03336 
0.07123 0.10000 -0.03379 
0.07080 0.10000 -0.03394 
0.06931 0.10000 -0.03429 
0.06900 0.10000 -0.03436 
0.06892 0.10000 -0.03439 
0.06690 0.10000 -0.03530 
0.06637 0.10000 -0.03562 
0.06450 0.10000 -0.03673 
0.06439 0.10000 -0.03679 
0.06415 0.10000 -0.03691 
0.06267 0.10000 -0.03763 
0.06206 0.10000 -0.03790 
0.06099 0.10000 -0.03823 
0.05928 0.10000 -0.03857 
0.05901 0.10000 -0.03863 
0.05884 0.10000 -0.03865 
0.05686 0.10000 -0.03881 
0.05679 0.10000 -0.03881 
0.05654 0.10000 -0.03893 
0.05505 0.10000 -0.03964 
0.05469 0.10000 -0.03992 
0.05347 0.10000 -0.04076 
0.05241 0.10000 -0.04130 
0.05168 0.10000 -0.04160 
0.05044 0.10000 -0.04196 
0.05017 0.10000 -0.04203 
0.04924 0.10000 -0.04211 
0.04844 0.10000 -0.04217 
0.04817 0.10000 -0.04216 
0.04660 0.10000 -0.04210 
0.04527 0.10000 -0.04202 
0.04480 0.10000 -0.04202 
0.04385 0.10000 -0.04193 
0.04301 0.10000 -0.04183 
0.04269 0.10000 -0.04175 
0.04147 0.10000 -0.04156 
0.03979 0.10000 -0.04085 
0.03952 0.10000 -0.04073 
0.03940 0.10000 -0.04068 
0.03921 0.10000 -0.04058 
0.03792 0.10000 -0.03965 
0.03733 0.10000 -0.03918 
0.03692 0.10000 -0.03868 
0.03630 0.10000 -0.03745 
0.03630 0.10000 -0.03743 
0.03648 0.10000 -0.03607 
0.03701 0.10000 -0.03427 
0.03715 0.10000 -0.03388 
0.03725 0.10000 -0.03367 
0.03787 0.10000 -0.03304 
0.03874 0.10000 -0.03218 
0.03895 0.10000 -0.03197 
0.03994 0.10000 -0.03131 
0.04054 0.10000 -0.03092 
0.04070 0.10000 -0.03083 
0.04231 0.10000 -0.02999 
0.04263 0.10000 -0.02985 
0.04321 0.10000 -0.02970 
0.04446 0.10000 -0.02933 
0.04584 0.10000 -0.02897 
0.04593 0.10000 -0.02892 
0.04764 0.10000 -0.02838 
0.04799 0.10000 -0.02828 
0.04988 0.10000 -0.02802 
0.05018 0.10000 -0.02799 
0.05188 0.10000 -0.02723 
0.05233 0.10000 -0.02712 
0.05297 0.10000 -0.02649 
0.05358 0.10000 -0.02596 
0.05448 0.10000 -0.02537 
0.05492 0.10000 -0.02510 
0.05514 0.10000 -0.02497 
0.05651 0.10000 -0.02428 
0.05788 0.10000 -0.02349 
0.05816 0.10000 -0.02333 
0.05890 0.10000 -0.02279 
0.05972 0.10000 -0.02221 
0.05992 0.10000 -0.02197 
0.06074 0.10000 -0.02091 
0.06132 0.10000 -0.02003 
0.06167 0.10000 -0.01948 
0.06276 0.10000 -0.01790 
0.06283 0.10000 -0.01778 
0.06288 0.10000 -0.01762 
0.06340 0.10000 -0.01563 
0.06334 0.10000 -0.01454 
0.06327 0.10000 -0.01369 
0.06259 0.10000 -0.01208 
0.06253 0.10000 -0.01194 
0.06164 0.10000 -0.01051 
0.06155 0.10000 -0.01037 
0.06155 0.10000 -0.01036 
0.06057 0.10000 -0.00893 
0.06050 0.10000 -0.00882 
0.05970 0.10000 -0.00753 
0.05955 0.10000 -0.00729 
0.05954 0.10000 -0.00726 
0.05890 0.10000 -0.00582 
0.05871 0.10000 -0.00530 
0.05840 0.10000 -0.00428 
0.05816 0.10000 -0.00322 
0.05809 0.10000 -0.00285 
0.05807 0.10000 -0.00255 
0.05798 0.10000 -0.00067 
0.05800 0.10000 0.00002 
0.05804 0.10000 0.00089 
0.05813 0.10000 0.00219 
0.05815 0.10000 0.00247 
0.05816 0.10000 0.00263 
0.05818 0.10000 0.00438 
0.05817 0.10000 0.00482 
0.05802 0.10000 0.00650 
0.05798 0.10000 0.00690 
0.05778 0.10000 0.00792 
0.05756 0.10000 0.00909 
0.05703 0.10000 0.01071 
0.05685 0.10000 0.01128 
0.05680 0.10000 0.01143 
0.05669 0.10000 0.01165 
0.05598 0.10000 0.01308 
0.05561 0.10000 0.01382 
0.05510 0.10000 0.01472 
0.05471 0.10000 0.01548 
0.05453 0.10000 0.01583 
0.05388 0.10000 0.01701 
0.05367 0.10000 0.01736 
0.05288 0.10000 0.01846 
0.05274 0.10000 0.01865 
0.05260 0.10000 0.01881 
0.05182 0.10000 0.01968 
0.05154 0.10000 0.01992 
0.05048 0.10000 0.02079 
0.05001 0.10000 0.02112 
0.04891 0.10000 0.02191 
0.04807 0.10000 0.02245 
0.04760 0.10000 0.02278 
0.04662 0.10000 0.02341 
0.04619 0.10000 0.02371 
0.04589 0.10000 0.02393 
0.04476 0.10000 0.02481 
0.04386 0.10000 0.02551 
0.04365 0.10000 0.02569 
0.04279 0.10000 0.02651 
0.04258 0.10000 0.02671 
0.04254 0.10000 0.02676 
0.04128 0.10000 0.02808 
0.04081 0.10000 0.02850 
0.04003 0.10000 0.02908 
0.03923 0.10000 0.02966 
0.03759 0.10000 0.03029 
0.03730 0.10000 0.03041 
0.03692 0.10000 0.03052 
0.03520 0.10000 0.03102 
0.03411 0.10000 0.03139 
0.03333 0.10000 0.03163 
0.03219 0.10000 0.03210 
0.03137 0.10000 0.03248 
0.03092 0.10000 0.03281 
0.02988 0.10000 0.03347 
0.02946 0.10000 0.03365 
0.02786 0.10000 0.03398 
0.02769 0.10000 0.03399 
0.02701 0.10000 0.03390 
0.02578 0.10000 0.03376 
0.02545 0.10000 0.03371 
0.02427 0.10000 0.03353 
0.02357 0.10000 0.03349 
0.02258 0.10000 0.03349 
0.02096 0.10000 0.03354 
0.02066 0.10000 0.03357 
0.01910 0.10000 0.03376 
0.01874 0.10000 0.03380 
0.01869 0.10000 0.03381 
0.01687 0.10000 0.03393 
0.01631 0.10000 0.03411 
0.01507 0.10000 0.03480 
0.01439 0.10000 0.03529 
0.01323 0.10000 0.03658 
0.01311 0.10000 0.03675 
0.01304 0.10000 0.03692 
0.01253 0.10000 0.03826 
0.01244 0.10000 0.03969 
0.01244 0.10000 0.03984 
0.01251 0.10000 0.04006 
0.01298 0.10000 0.04139 
0.01335 0.10000 0.04178 
0.01423 0.10000 0.04294 
0.01472 0.10000 0.04333 
0.01598 0.10000 0.04409 
0.01634 0.10000 0.04433 
0.01659 0.10000 0.04448 
0.01751 0.10000 0.04495 
0.01880 0.10000 0.04519 
0.01911 0.10000 0.04522 
0.01929 0.10000 0.04528 
0.02072 0.10000 0.04537 
0.02149 0.10000 0.04557 
0.02266 0.10000 0.04569 
0.02399 0.10000 0.04566 
0.02493 0.10000 0.04555 
0.02669 0.10000 0.04536 
0.02669 0.10000 0.04536 
0.02670 0.10000 0.04536 
0.02843 0.10000 0.04546 
0.02976 0.10000 0.04527 
0.03041 0.10000 0.04537 
0.03174 0.10000 0.04532 
0.03211 0.10000 0.04534 
0.03334 0.10000 0.04560 
0.03482 0.10000 0.04555 
0.03515 0.10000 0.04557 
0.03594 0.10000 0.04535 
0.03730 0.10000 0.04502 
0.03772 0.10000 0.04480 
0.03905 0.10000 0.04420 
0.03936 0.10000 0.04407 
0.04016 0.10000 0.04370 
0.04093 0.10000 0.04340 
0.04128 0.10000 0.04326 
0.04238 0.10000 0.04301 
0.04375 0.10000 0.04280 
0.04420 0.10000 0.04272 
0.04465 0.10000 0.04266 
0.04633 0.10000 0.04259 
0.04726 0.10000 0.04248 
0.04889 0.10000 0.04219 
0.04951 0.10000 0.04209 
0.05126 0.10000 0.04163 
0.05176 0.10000 0.04153 
0.05374 0.10000 0.04101 
0.05388 0.10000 0.04098 
0.05625 0.10000 0.04026 
0.05629 0.10000 0.04024 
0.05635 0.10000 0.04022 
0.05805 0.10000 0.03945 
0.05906 0.10000 0.03890 
0.05956 0.10000 0.03862 
0.06025 0.10000 0.03818 
0.06103 0.10000 0.03765 
0.06247 0.10000 0.03659 
0.06269 0.10000 0.03639 
0.06393 0.10000 0.03547 
0.06430 0.10000 0.03520 
0.06439 0.10000 0.03516 
0.06578 0.10000 0.03447 
0.06726 0.10000 0.03385 
0.06753 0.10000 0.03372 
0.06776 0.10000 0.03362 
0.06943 0.10000 0.03293 
0.06989 0.10000 0.03272 
0.07141 0.10000 0.03200 
0.07150 0.10000 0.03195 
0.07291 0.10000 0.03121 
0.07348 0.10000 0.03090 
0.07432 0.10000 0.03044 
0.07603 0.10000 0.02960 
0.07643 0.10000 0.02939 
0.07671 0.10000 0.02926 
0.07824 0.10000 0.02880 
0.07853 0.10000 0.02873 
0.07987 0.10000 0.02858 
0.08202 0.10000 0.02847 
0.08218 0.10000 0.02846 
0.08231 0.10000 0.02846 
0.08427 0.10000 0.02856 
0.08533 0.10000 0.02860 
0.08648 0.10000 0.02856 
0.08737 0.10000 0.02853 
0.08885 0.10000 0.02835 
0.08941 0.10000 0.02827 
0.08972 0.10000 0.02822 
0.09171 0.10000 0.02786 
0.09173 0.10000 0.02786 
0.09174 0.10000 0.02786 
0.09357 0.10000 0.02755 
0.09421 0.10000 0.02745 
0.09565 0.10000 0.02732 
0.09643 0.10000 0.02725 
0.09847 0.10000 0.02734 
0.09860 0.10000 0.02734 
0.09872 0.10000 0.02736 
0.10111 0.10000 0.02776 
0.10169 0.10000 0.02787 
0.10305 0.10000 0.02814 
0.10392 0.10000 0.02831 
0.10589 0.10000 0.02864 
0.10635 0.10000 0.02872 
0.10710 0.10000 0.02884 
0.10861 0.10000 0.02907 
0.11018 0.10000 0.02930 
0.11058 0.10000 0.02936 
0.11218 0.10000 0.02960 
0.11231 0.10000 0.02962 
0.11234 0.10000 0.02963 
0.11406 0.10000 0.02988 
0.11550 0.10000 0.03009 
0.11668 0.10000 0.03026 
0.11883 0.10000 0.03057 
0.11970 0.10000 0.03070 
0.12302 0.10000 0.03116 
0.12302 0.10000 0.03116 
0.12306 0.10000 0.03117 
0.12654 0.10000 0.03164 
0.12679 0.10000 0.03167 
0.13011 0.10000 0.03211 
0.13075 0.10000 0.03220 
0.13436 0.10000 0.03266 
0.13448 0.10000 0.03267 
0.13484 0.10000 0.03272 
0.13846 0.10000 0.03317 
0.13992 0.10000 0.03334 
0.14304 0.10000 0.03372 
0.14633 0.10000 0.03410 
0.14784 0.10000 0.03427 
0.15333 0.10000 0.03488 
0.15418 0.10000 0.03497 
0.15441 0.10000 0.03500 
0.15623 0.10000 0.03519 
0.15983 0.10000 0.03558 
0.16117 0.10000 0.03571 
0.16454 0.10000 0.03606 
0.16867 0.10000 0.03646 
0.16964 0.10000 0.03656 
0.16997 0.10000 0.03659 
0.17648 0.10000 0.03720 
0.17918 0.10000 0.03745 
0.18351 0.10000 0.03783 
0.18740 0.10000 0.03817 
0.19076 0.10000 0.03844 
0.19602 0.10000 0.03888 
0.19809 0.10000 0.03904 
0.20462 0.10000 0.03955 
0.20500 0.10000 0.03958 
0.20576 0.10000 0.03963 
0.21259 0.10000 0.04013 
0.21645 0.10000 0.04040 
0.22063 0.10000 0.04069 
0.22659 0.10000 0.04108 
0.22674 0.10000 0.04109 
0.22769 0.10000 0.04115 
0.23359 0.10000 0.04153 
0.23407 0.10000 0.04156 
0.24239 0.10000 0.04206 
0.24372 0.10000 0.04213 
0.24808 0.10000 0.04238 
0.25276 0.10000 0.04264 
0.25429 0.10000 0.04273 
0.26035 0.10000 0.04304 
0.26229 0.10000 0.04315 
0.26350 0.10000 0.04321 
0.26862 0.10000 0.04346 
0.27547 0.10000 0.04379 
0.27686 0.10000 0.04385 
0.27731 0.10000 0.04387 
0.27926 0.10000 0.04396 
0.28732 0.10000 0.04431 
0.28935 0.10000 0.04440 
0.29596 0.10000 0.04467 
0.29976 0.10000 0.04482 
0.30466 0.10000 0.04500 
0.30962 0.10000 0.04519 
0.31313 0.10000 0.04531 
0.31851 0.10000 0.04549 
0.32023 0.10000 0.04555 
0.32151 0.10000 0.04559 
0.32664 0.10000 0.04575 
0.33306 0.10000 0.04594 
0.33393 0.10000 0.04596 
0.33443 0.10000 0.04598 
0.34012 0.10000 0.04613 
0.34350 0.10000 0.04622 
0.34388 0.10000 0.04623 
0.35135 0.10000 0.04641 
0.35427 0.10000 0.04647 
0.35994 0.10000 0.04659 
0.36771 0.10000 0.04674 
0.36872 0.10000 0.04675 
0.36954 0.10000 0.04677 
0.37603 0.10000 0.04687 
0.37755 0.10000 0.04689 
0.38171 0.10000 0.04695 
0.38703 0.10000 0.04702 
0.38937 0.10000 0.04704 
0.39107 0.10000 0.04706 
0.39776 0.10000 0.04712 
0.40079 0.10000 0.04714 
0.40671 0.10000 0.04718 
0.40985 0.10000 0.04719 
0.41672 0.10000 0.04721 
0.41879 0.10000 0.04721 
0.42703 0.10000 0.04720 
0.42751 0.10000 0.04720 
0.43462 0.10000 0.04717 
0.43792 0.10000 0.04716 
0.43807 0.10000 0.04716 
0.43823 0.10000 0.04716 
0.44113 0.10000 0.04714 
0.44771 0.10000 0.04708 
0.44814 0.10000 0.04708 
0.45624 0.10000 0.04699 
0.45685 0.10000 0.04698 
0.46331 0.10000 0.04689 
0.46649 0.10000 0.04685 
0.46676 0.10000 0.04684 
0.46745 0.10000 0.04683 
0.47500 0.10000 0.04669 
0.48124 0.10000 0.04657 
0.48177 0.10000 0.04656 
0.48267 0.10000 0.04654 
0.48963 0.10000 0.04638 
0.49475 0.10000 0.04625 
0.49638 0.10000 0.04621 
0.49917 0.10000 0.04613 
0.50323 0.10000 0.04601 
0.50504 0.10000 0.04596 
0.51001 0.10000 0.04581 
0.51425 0.10000 0.04567 
0.51777 0.10000 0.04555 
0.52386 0.10000 0.04534 
0.52781 0.10000 0.04519 
0.53260 0.10000 0.04501 
0.53785 0.10000 0.04479 
0.54148 0.10000 0.04464 
0.54718 0.10000 0.04440 
0.55063 0.10000 0.04424 
0.55583 0.10000 0.04400 
0.56097 0.10000 0.04376 
0.56529 0.10000 0.04354 
0.57265 0.10000 0.04317 
0.57349 0.10000 0.04313 
0.57400 0.10000 0.04310 
0.58168 0.10000 0.04268 
0.58571 0.10000 0.04246 
0.58989 0.10000 0.04223 
0.59411 0.10000 0.04198 
0.59818 0.10000 0.04174 
0.60534 0.10000 0.04130 
0.60815 0.10000 0.04113 
0.61465 0.10000 0.04072 
0.61576 0.10000 0.04065 
0.61661 0.10000 0.04060 
0.62231 0.10000 0.04023 
0.62566 0.10000 0.04001 
0.63058 0.10000 0.03967 
0.63648 0.10000 0.03927 
0.63877 0.10000 0.03911 
0.64585 0.10000 0.03861 
0.64632 0.10000 0.03858 
0.64792 0.10000 0.03846 
0.65368 0.10000 0.03805 
0.65618 0.10000 0.03787 
0.66151 0.10000 0.03747 
0.66545 0.10000 0.03718 
0.67068 0.10000 0.03678 
0.67487 0.10000 0.03646 
0.68222 0.10000 0.03589 
0.68299 0.10000 0.03584 
0.68406 0.10000 0.03575 
0.69083 0.10000 0.03522 
0.69382 0.10000 0.03498 
0.69937 0.10000 0.03453 
0.70678 0.10000 0.03393 
0.70808 0.10000 0.03382 
0.70903 0.10000 0.03375 
0.71857 0.10000 0.03296 
0.71895 0.10000 0.03292 
0.72060 0.10000 0.03279 
0.72781 0.10000 0.03218 
0.73015 0.10000 0.03198 
0.73690 0.10000 0.03140 
0.74314 0.10000 0.03086 
0.74594 0.10000 0.03062 
0.75553 0.10000 0.02978 
0.75614 0.10000 0.02973 
0.75685 0.10000 0.02966 
0.76520 0.10000 0.02892 
0.76843 0.10000 0.02863 
0.77220 0.10000 0.02829 
0.77633 0.10000 0.02792 
0.78000 0.10000 0.02759 
0.78804 0.10000 0.02685 
0.78872 0.10000 0.02679 
0.78905 0.10000 0.02675 
0.79926 0.10000 0.02580 
0.79951 0.10000 0.02578 
0.80908 0.10000 0.02488 
0.80959 0.10000 0.02483 
0.81850 0.10000 0.02398 
0.81983 0.10000 0.02385 
0.82754 0.10000 0.02310 
0.83022 0.10000 0.02283 
0.83671 0.10000 0.02219 
0.84010 0.10000 0.02185 
0.84604 0.10000 0.02126 
0.84999 0.10000 0.02086 
0.85596 0.10000 0.02024 
0.86112 0.10000 0.01971 
0.86555 0.10000 0.01925 
0.87212 0.10000 0.01856 
0.87232 0.10000 0.01854 
0.87909 0.10000 0.01781 
0.88058 0.10000 0.01765 
0.88724 0.10000 0.01693 
0.88900 0.10000 0.01674 
0.89146 0.10000 0.01646 
0.89759 0.10000 0.01579 
0.90342 0.10000 0.01513 
0.90742 0.10000 0.01468 
0.91122 0.10000 0.01424 
0.91563 0.10000 0.01374 
0.92115 0.10000 0.01310 
0.92475 0.10000 0.01268 
0.93175 0.10000 0.01185 
0.93602 0.10000 0.01134 
0.94479 0.10000 0.01028 
0.94599 0.10000 0.01014 
0.95164 0.10000 0.00945 
0.95552 0.10000 0.00897 
0.95639 0.10000 0.00887 
0.96447 0.10000 0.00787 
0.96852 0.10000 0.00737 
0.97340 0.10000 0.00677 
0.98058 0.10000 0.00588 
0.98231 0.10000 0.00567 
0.98804 0.10000 0.00496 
0.99047 0.10000 0.00466 
0.99413 0.10000 0.00420 
0.99727 0.10000 0.00381 
0.99950 0.10000 0.00354 
1.00294 0.10000 0.00311 
1.00419 0.10000 0.00296 
1.00766 0.10000 0.00253 
1.01130 0.10000 0.00208 
1.01159 0.10000 0.00204 
1.01405 0.10000 0.00174 
1.01481 0.10000 0.00164 
1.01487 0.10000 0.00164 
1.01736 0.10000 0.00133 
1.01761 0.10000 0.00130 
1.01955 0.10000 0.00106 
1.01988 0.10000 0.00102 
1.02141 0.10000 0.00083 
1.02178 0.10000 0.00078 
1.02298 0.10000 0.00063 
1.02336 0.10000 0.00059 
1.02432 0.10000 0.00047 
1.02468 0.10000 0.00042 
1.02544 0.10000 0.00033 
1.02578 0.10000 0.00029 
1.02639 0.10000 0.00021 
1.02669 0.10000 0.00017 
1.02719 0.10000 0.00011 
1.02746 0.10000 0.00008 
1.02786 0.10000 0.00003 
1.02809 0.10000 -0.00000 

ZONE T="SLICE_Y_0p75_BINS07_KS_1mm_FINAL_LAYER"
1.21070 0.75000 0.00000 
1.21062 0.75000 -0.00001 
1.21006 0.75000 -0.00008 
1.20998 0.75000 -0.00009 
1.20930 0.75000 -0.00017 
1.20922 0.75000 -0.00018 
1.20839 0.75000 -0.00029 
1.20832 0.75000 -0.00029 
1.20729 0.75000 -0.00042 
1.20725 0.75000 -0.00043 
1.20632 0.75000 -0.00054 
1.20597 0.75000 -0.00059 
1.20595 0.75000 -0.00059 
1.20439 0.75000 -0.00078 
1.20269 0.75000 -0.00099 
1.20249 0.75000 -0.00102 
1.20060 0.75000 -0.00125 
1.20021 0.75000 -0.00130 
1.19968 0.75000 -0.00136 
1.19748 0.75000 -0.00164 
1.19654 0.75000 -0.00175 
1.19420 0.75000 -0.00204 
1.19262 0.75000 -0.00224 
1.19027 0.75000 -0.00253 
1.18768 0.75000 -0.00285 
1.18554 0.75000 -0.00311 
1.18140 0.75000 -0.00363 
1.17988 0.75000 -0.00381 
1.17861 0.75000 -0.00397 
1.17308 0.75000 -0.00466 
1.17224 0.75000 -0.00476 
1.16492 0.75000 -0.00567 
1.15807 0.75000 -0.00651 
1.15671 0.75000 -0.00668 
1.15620 0.75000 -0.00674 
1.14747 0.75000 -0.00781 
1.14428 0.75000 -0.00820 
1.13803 0.75000 -0.00895 
1.13238 0.75000 -0.00962 
1.12859 0.75000 -0.01007 
1.12051 0.75000 -0.01101 
1.11917 0.75000 -0.01117 
1.11488 0.75000 -0.01166 
1.10979 0.75000 -0.01224 
1.10818 0.75000 -0.01242 
1.10084 0.75000 -0.01324 
1.09554 0.75000 -0.01381 
1.09161 0.75000 -0.01424 
1.08336 0.75000 -0.01512 
1.08254 0.75000 -0.01521 
1.08070 0.75000 -0.01540 
1.07382 0.75000 -0.01612 
1.07073 0.75000 -0.01643 
1.06486 0.75000 -0.01703 
1.05837 0.75000 -0.01768 
1.05583 0.75000 -0.01793 
1.04860 0.75000 -0.01864 
1.04685 0.75000 -0.01882 
1.04624 0.75000 -0.01887 
1.03784 0.75000 -0.01968 
1.03443 0.75000 -0.02001 
